batchnumber,orderdate,orderid,productcode,productname,quantity,productprice,productweight,pulldate,dummyfield
"1159","20080709","2095","C171-2","House Blend Decaf, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1160","20080709","2096","C131-2","Nicaragua, Dark Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1160","20080709","2096","C155-1","BRAG Brew, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1160","20080709","2097","C118-2","Ethiopia Yirgacheffe, Medium Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1160","20080709","2097","C139-2","East Timor, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1160","20080709","2098","C129-2","Peru, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1160","20080709","2099","C123-1","Sumatra, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1160","20080709","2099","C122-1","Guatemala, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1160","20080709","2099","C127-1","Ethiopia Harrar, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1160","20080709","2099","C118-1","Ethiopia Yirgacheffe, Medium Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1160","20080709","2099","C151-1","Benevolent Blend, Medium Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1160","20080709","2100","C123-1","Sumatra, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1160","20080709","2100","C124-1","Mexico Chiapas, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1160","20080709","2100","C137-1","Bolivia, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1160","20080710","2101","C165-2","Half Caff Blend, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1160","20080710","2102","C122-1","Guatemala, Full City Roast","2","10.45","1","8/22/2008 6:54:43 AM","x"
"1160","20080710","2102","C123-1","Sumatra, Full City Roast","2","10.95","1","8/22/2008 6:54:43 AM","x"
"1161","20080710","2103","C152-5","Critical Mass Blend, Dark Roast","1","49.95","5","8/22/2008 6:54:43 AM","x"
"1161","20080710","2104","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1161","20080710","2104","C124-2","Mexico Chiapas, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1161","20080710","2105","C156-2","Georgia Organics Special Blend, Medium Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1161","20080710","2105","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1161","20080710","2106","C122-1","Guatemala, Full City Roast","2","10.45","1","8/22/2008 6:54:43 AM","x"
"1161","20080710","2106","C122-1","Guatemala, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1161","20080710","2107","C165-2","Half Caff Blend, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1161","20080710","2107","C122-1","Guatemala, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1161","20080710","2108","C116-2","Colombia, Medium Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1161","20080710","2108","C122-1","Guatemala, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1161","20080710","2109","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1161","20080710","2109","C124-1","Mexico Chiapas, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1161","20080710","2110","C131-5","Nicaragua, Dark Roast","1","49.95","5","8/22/2008 6:54:43 AM","x"
"1161","20080710","2111","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1161","20080710","2112","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1161","20080710","2113","C122-1","Guatemala, Full City Roast","3","10.45","1","8/22/2008 6:54:43 AM","x"
"1161","20080710","2114","C122-5","Guatemala, Full City Roast","1","47.45","5","8/22/2008 6:54:43 AM","x"
"1161","20080711","2115","C122-5","Guatemala, Full City Roast","1","47.45","5","8/22/2008 6:54:43 AM","x"
"1162","20080711","2116","C118-1","Ethiopia Yirgacheffe, Medium Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1162","20080711","2116","C123-1","Sumatra, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1162","20080711","2117","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1162","20080711","2118","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1162","20080711","2118","C137-2","Bolivia, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1162","20080712","2121","C160-1","Original Espresso Blend, Medium Roast","2","10.95","1","8/22/2008 6:54:43 AM","x"
"1162","20080712","2122","C160-2","Original Espresso Blend, Medium Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1162","20080712","2123","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1162","20080712","2125","C159-1","Maty's Blend, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1162","20080713","2126","C118-2","Ethiopia Yirgacheffe, Medium Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1162","20080713","2126","C155-2","BRAG Brew, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1162","20080713","2126","C111-2","Nicaragua, Medium Roast","1","19.95","1","8/22/2008 6:54:43 AM","x"
"1162","20080713","2126","C136-2","Colombia, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1162","20080713","2127","C116-1","Colombia, Medium Roast","3","10.45","1","8/22/2008 6:54:43 AM","x"
"1162","20080713","2127","C111-1","Nicaragua, Medium Roast","2","10.45","1","8/22/2008 6:54:43 AM","x"
"1162","20080713","2127","C124-1","Mexico Chiapas, Full City Roast","3","10.45","1","8/22/2008 6:54:43 AM","x"
"1162","20080713","2127","C151-1","Benevolent Blend, Medium Roast","3","10.95","1","8/22/2008 6:54:43 AM","x"
"1162","20080713","2127","C156-1","Georgia Organics Special Blend, Medium Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1162","20080713","2128","C124-2","Mexico Chiapas, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1162","20080713","2128","C170-1","House Blend Decaf, Full City Roast","1","11.25","1","8/22/2008 6:54:43 AM","x"
"1162","20080713","2129","C122-5","Guatemala, Full City Roast","1","47.45","5","8/22/2008 6:54:43 AM","x"
"1162","20080713","2130","C166-2","Half Caff Blend, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1162","20080713","2131","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1162","20080713","2131","C165-1","Half Caff Blend, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1162","20080713","2131","C116-2","Colombia, Medium Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1163","20080714","2132","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1163","20080714","2132","C165-1","Half Caff Blend, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1163","20080714","2133","C136-2","Colombia, Dark Roast","2","20.95","2","8/22/2008 6:54:43 AM","x"
"1163","20080714","2134","C123-1","Sumatra, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1163","20080714","2134","C139-1","East Timor, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1163","20080714","2134","C117-1","El Salvador, Medium Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1163","20080705","2066","C137-1","Bolivia, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1163","20080705","2066","C162-1","Easygoing Espresso Blend, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1163","20080705","2066","C136-1","Colombia, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2135","C109-1","Dominican Republic Medium Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2135","C118-1","Ethiopia Yirgacheffe, Medium Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2135","C123-1","Sumatra, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2136","C118-1","Ethiopia Yirgacheffe, Medium Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2136","C151-1","Benevolent Blend, Medium Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2137","C122-1","Guatemala, Full City Roast","4","10.45","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2138","C157-2","Georgia River Network Blend, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1164","20080715","2139","C111-5","Nicaragua, Medium Roast","1","47.45","5","8/22/2008 6:54:43 AM","x"
"1164","20080715","2140","C122-1","Guatemala, Full City Roast","2","10.45","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2140","C123-1","Sumatra, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2141","C127-2","Ethiopia Harrar, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1164","20080715","2141","C137-1","Bolivia, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2141","C124-1","Mexico Chiapas, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2141","C117-1","El Salvador, Medium Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2141","C122-1","Guatemala, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2141","C127-1","Ethiopia Harrar, Full City Roast","2","10.95","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2142","C118-1","Ethiopia Yirgacheffe, Medium Roast","5","10.95","1","8/22/2008 6:54:43 AM","x"
"1164","20080715","2143","C155-5","BRAG Brew, Full City Roast","1","49.95","5","8/22/2008 6:54:43 AM","x"
"1164","20080715","2144","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1164","20080715","2145","C116-5","Colombia, Medium Roast","1","47.45","5","8/22/2008 6:54:43 AM","x"
"1164","20080715","2146","C127-2","Ethiopia Harrar, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1165","20080716","2147","C127-5","Ethiopia Harrar, Full City Roast","1","49.95","5","8/22/2008 6:54:43 AM","x"
"1165","20080716","2148","C156-2","Georgia Organics Special Blend, Medium Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1165","20080716","2149","C118-1","Ethiopia Yirgacheffe, Medium Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1165","20080716","2149","C165-2","Half Caff Blend, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1165","20080716","2149","C166-1","Half Caff Blend, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1165","20080716","2149","C170-1","House Blend Decaf, Full City Roast","1","11.25","1","8/22/2008 6:54:43 AM","x"
"1166","20080717","2150","C129-1","Peru, Full City Roast","3","10.45","1","8/22/2008 6:54:43 AM","x"
"1166","20080717","2150","C170-1","House Blend Decaf, Full City Roast","7","11.25","1","8/22/2008 6:54:43 AM","x"
"1166","20080717","2151","C116-1","Colombia, Medium Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1166","20080717","2152","C116-1","Colombia, Medium Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1166","20080717","2153","C152-1","Critical Mass Blend, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1166","20080717","2153","C157-1","Georgia River Network Blend, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1166","20080717","2153","C117-1","El Salvador, Medium Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1166","20080718","2154","C124-2","Mexico Chiapas, Full City Roast","2","19.95","2","8/22/2008 6:54:43 AM","x"
"1166","20080718","2155","C118-1","Ethiopia Yirgacheffe, Medium Roast","2","10.95","1","8/22/2008 6:54:43 AM","x"
"1166","20080718","2155","C136-1","Colombia, Dark Roast","2","10.95","1","8/22/2008 6:54:43 AM","x"
"1166","20080718","2155","C139-1","East Timor, Dark Roast","2","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080718","2156","C123-2","Sumatra, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1167","20080718","2156","C170-2","House Blend Decaf, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1167","20080718","2157","C122-1","Guatemala, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1167","20080718","2157","C153-1","Mad Poet Blend, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080718","2157","C123-1","Sumatra, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080719","2158","C136-1","Colombia, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080719","2158","C122-1","Guatemala, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1167","20080719","2159","C157-2","Georgia River Network Blend, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1167","20080720","2160","C118-1","Ethiopia Yirgacheffe, Medium Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2160","C125-1","Ethiopia Sidamo, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2160","C123-1","Sumatra, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2160","C127-1","Ethiopia Harrar, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2160","C170-1","House Blend Decaf, Full City Roast","5","11.25","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2161","C111-1","Nicaragua, Medium Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2162","C153-1","Mad Poet Blend, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2162","C152-1","Critical Mass Blend, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2162","C139-1","East Timor, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2163","C118-2","Ethiopia Yirgacheffe, Medium Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1167","20080720","2163","C157-1","Georgia River Network Blend, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2163","C170-2","House Blend Decaf, Full City Roast","2","20.95","2","8/22/2008 6:54:43 AM","x"
"1167","20080720","2163","C171-1","House Blend Decaf, Dark Roast","1","11.25","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2163","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1167","20080720","2164","C162-2","Easygoing Espresso Blend, Full City Roast","1","20.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2165","C117-1","El Salvador, Medium Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2165","C118-1","Ethiopia Yirgacheffe, Medium Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2165","C122-1","Guatemala, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2166","C153-1","Mad Poet Blend, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2166","C139-1","East Timor, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2167","C171-1","House Blend Decaf, Dark Roast","1","11.25","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2167","C137-1","Bolivia, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2168","C165-1","Half Caff Blend, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1167","20080720","2169","C171-2","House Blend Decaf, Dark Roast","2","20.95","2","8/22/2008 6:54:43 AM","x"
"1168","20080721","2170","C118-2","Ethiopia Yirgacheffe, Medium Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1168","20080721","2170","C123-2","Sumatra, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1168","20080721","2171","C116-1","Colombia, Medium Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1168","20080721","2171","C116-2","Colombia, Medium Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1168","20080721","2172","C116-1","Colombia, Medium Roast","6","10.45","1","8/22/2008 6:54:43 AM","x"
"1168","20080721","2173","C122-1","Guatemala, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1168","20080721","2174","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1168","20080721","2175","C129-5","Peru, Full City Roast","1","47.45","5","8/22/2008 6:54:43 AM","x"
"1168","20080721","2176","C170-2","House Blend Decaf, Full City Roast","5","20.95","2","8/22/2008 6:54:43 AM","x"
"1168","20080722","2178","C136-2","Colombia, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1168","20080722","2179","C123-2","Sumatra, Full City Roast","2","20.95","2","8/22/2008 6:54:43 AM","x"
"1168","20080722","2179","C122-2","Guatemala, Full City Roast","2","19.95","2","8/22/2008 6:54:43 AM","x"
"1169","20080722","2180","C117-1","El Salvador, Medium Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1169","20080722","2180","C109-1","Dominican Republic Medium Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1169","20080722","2180","C159-1","Maty's Blend, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1169","20080722","2180","C122-1","Guatemala, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1169","20080722","2181","C179-5","Type A Espresso Blend, Dark Roast","1","46.95","5","8/22/2008 6:54:43 AM","x"
"1169","20080722","2181","C179-1","Type A Espresso Blend, Dark Roast","1","10.35","1","8/22/2008 6:54:43 AM","x"
"1169","20080722","2181","C153-1","Mad Poet Blend, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1169","20080722","2181","C179-1","Type A Espresso Blend, Dark Roast","2","10.35","1","8/22/2008 6:54:43 AM","x"
"1169","20080722","2182","C118-5","Ethiopia Yirgacheffe, Medium Roast","1","49.95","5","8/22/2008 6:54:43 AM","x"
"1169","20080722","2183","C156-1","Georgia Organics Special Blend, Medium Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1169","20080722","2183","C170-1","House Blend Decaf, Full City Roast","1","11.25","1","8/22/2008 6:54:43 AM","x"
"1169","20080722","2184","C122-2","Guatemala, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1169","20080722","2185","C166-5","Half Caff Blend, Dark Roast","1","49.95","5","8/22/2008 6:54:43 AM","x"
"1169","20080722","2185","C171-5","House Blend Decaf, Dark Roast","1","52.95","5","8/22/2008 6:54:43 AM","x"
"1169","20080722","2186","C150-1","Justice Blend, Full City Roast","3","10.95","1","8/22/2008 6:54:43 AM","x"
"1169","20080722","2187","C153-2","Mad Poet Blend, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1169","20080722","2187","C171-2","House Blend Decaf, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1169","20080723","2188","C136-2","Colombia, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1169","20080723","2189","C121-5","Ethiopia Yirgacheffe Full City Roast","1","44.95","5","8/22/2008 6:54:43 AM","x"
"1170","20080723","2190","C122-5","Guatemala, Full City Roast","1","47.45","5","8/22/2008 6:54:43 AM","x"
"1170","20080723","2191","C127-2","Ethiopia Harrar, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1170","20080723","2192","C139-1","East Timor, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080723","2192","C118-1","Ethiopia Yirgacheffe, Medium Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080723","2193","C122-5","Guatemala, Full City Roast","1","47.45","5","8/22/2008 6:54:43 AM","x"
"1170","20080723","2193","C170-5","House Blend Decaf, Full City Roast","1","52.95","5","8/22/2008 6:54:43 AM","x"
"1170","20080723","2194","C136-1","Colombia, Dark Roast","2","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080723","2195","C153-1","Mad Poet Blend, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080723","2195","C165-1","Half Caff Blend, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080723","2195","C116-1","Colombia, Medium Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1170","20080723","2196","C155-1","BRAG Brew, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080723","2197","C155-1","BRAG Brew, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080723","2198","C129-2","Peru, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1170","20080723","2199","C123-2","Sumatra, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1170","20080723","2199","C129-2","Peru, Full City Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1170","20080723","2200","C154-1","Mondo Kawan Blend, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080723","2200","C136-1","Colombia, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080723","2202","C153-2","Mad Poet Blend, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1170","20080723","2202","C160-2","Original Espresso Blend, Medium Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1170","20080723","2203","C118-1","Ethiopia Yirgacheffe, Medium Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080723","2203","C137-1","Bolivia, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080723","2204","C137-1","Bolivia, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080723","2204","C153-1","Mad Poet Blend, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080724","2205","C136-1","Colombia, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1170","20080724","2205","C125-1","Ethiopia Sidamo, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1171","20080724","2206","C131-1","Nicaragua, Dark Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1171","20080724","2206","C129-1","Peru, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1171","20080724","2207","C122-1","Guatemala, Full City Roast","4","10.45","1","8/22/2008 6:54:43 AM","x"
"1171","20080724","2208","C117-5","El Salvador, Medium Roast","2","47.45","5","8/22/2008 6:54:43 AM","x"
"1171","20080724","2209","C152-5","Critical Mass Blend, Dark Roast","1","49.95","5","8/22/2008 6:54:43 AM","x"
"1171","20080724","2210","C122-5","Guatemala, Full City Roast","1","47.45","5","8/22/2008 6:54:43 AM","x"
"1171","20080724","2210","C171-2","House Blend Decaf, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1172","20080725","2211","C150-2","Justice Blend, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1172","20080725","2212","C155-5","BRAG Brew, Full City Roast","1","49.95","5","8/22/2008 6:54:43 AM","x"
"1172","20080725","2213","C155-1","BRAG Brew, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1172","20080725","2213","C155-1","BRAG Brew, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1172","20080726","2214","C155-1","BRAG Brew, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1172","20080726","2214","C153-1","Mad Poet Blend, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1172","20080726","2215","C152-1","Critical Mass Blend, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1172","20080726","2215","C111-1","Nicaragua, Medium Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1172","20080726","2215","C118-2","Ethiopia Yirgacheffe, Medium Roast","2","20.95","2","8/22/2008 6:54:43 AM","x"
"1172","20080726","2216","C170-2","House Blend Decaf, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1172","20080726","2217","C151-2","Benevolent Blend, Medium Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1172","20080726","2217","C118-2","Ethiopia Yirgacheffe, Medium Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1172","20080726","2217","C109-2","Dominican Republic Medium Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1172","20080726","2218","C139-1","East Timor, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1172","20080726","2218","C137-2","Bolivia, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1172","20080726","2218","C131-2","Nicaragua, Dark Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1172","20080726","2219","C123-2","Sumatra, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1172","20080726","2219","C153-1","Mad Poet Blend, Dark Roast","2","10.95","1","8/22/2008 6:54:43 AM","x"
"1172","20080727","2220","C166-2","Half Caff Blend, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1172","20080727","2221","C139-1","East Timor, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1172","20080727","2221","C136-2","Colombia, Dark Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1172","20080727","2222","C152-1","Critical Mass Blend, Dark Roast","2","10.95","1","8/22/2008 6:54:43 AM","x"
"1172","20080727","2223","C136-1","Colombia, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1172","20080727","2223","C171-1","House Blend Decaf, Dark Roast","1","11.25","1","8/22/2008 6:54:43 AM","x"
"1172","20080727","2223","C131-1","Nicaragua, Dark Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1172","20080727","2224","C136-1","Colombia, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1172","20080727","2224","C122-1","Guatemala, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1172","20080728","2225","C122-1","Guatemala, Full City Roast","2","10.45","1","8/22/2008 6:54:43 AM","x"
"1172","20080728","2225","C137-1","Bolivia, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1172","20080728","2226","C127-1","Ethiopia Harrar, Full City Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1172","20080728","2226","C109-2","Dominican Republic Medium Roast","1","19.95","2","8/22/2008 6:54:43 AM","x"
"1172","20080728","2226","C153-1","Mad Poet Blend, Dark Roast","1","10.95","1","8/22/2008 6:54:43 AM","x"
"1173","20080728","2227","C151-2","Benevolent Blend, Medium Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1173","20080728","2227","C170-1","House Blend Decaf, Full City Roast","1","11.25","1","8/22/2008 6:54:43 AM","x"
"1173","20080728","2227","C122-1","Guatemala, Full City Roast","1","10.45","1","8/22/2008 6:54:43 AM","x"
"1173","20080728","2228","C155-2","BRAG Brew, Full City Roast","1","20.95","2","8/22/2008 6:54:43 AM","x"
"1173","20080728","2230","C139-5","East Timor, Dark Roast","1","49.95","5","8/22/2008 6:54:43 AM","x"
